,Sno,Headline,Covid,Sentiment,Covid_punct,clean_covid,clean_covid_v2,clean_covid_v3,clean_covid_v4,clean_covid_v5,clean_covid_v6,covid_token,covid_token_filtered,covid_stemmed,covid_lemmatized
41,41,Aarogya Setu app now mandatory for all central govt employees,1,1,Aarogya Setu app now mandatory for all central govt employees,Aarogya Setu app now mandatory for all central govt employees,Aarogya Setu app now mandatory for all central govt employees,Aarogya Setu app now mandatory for all central govt employees,aarogya setu app now mandatory for all central govt employees,aarogya setu app now mandatory for all central govt employees,aarogya setu app now mandatory for all central govt employees,"['aarogya', 'setu', 'app', 'now', 'mandatory', 'for', 'all', 'central', 'govt', 'employees']","['aarogya', 'setu', 'app', 'mandatory', 'central', 'govt', 'employees']",aarogya setu app mandatori central govt employe,aarogya setu app mandatory central govt employee
42,42,"Delhi to treat mild, asymptomatic COVID-19 patients at home for 14 days",1,1,Delhi to treat mild asymptomatic COVID patients at home for  days,Delhi to treat mild asymptomatic COVID patients at home for  days,Delhi to treat mild asymptomatic COVID patients at home for  days,Delhi to treat mild asymptomatic COVID patients at home for  days,delhi to treat mild asymptomatic covid patients at home for  days,delhi to treat mild asymptomatic covid patients at home for  days,delhi to treat mild asymptomatic covid patients at home for  days,"['delhi', 'to', 'treat', 'mild', 'asymptomatic', 'covid', 'patients', 'at', 'home', 'for', 'days']","['delhi', 'treat', 'mild', 'asymptomatic', 'covid', 'patients', 'home', 'days']",delhi treat mild asymptomat covid patient home day,delhi treat mild asymptomatic covid patient home day
43,43,"AMU hospital hid facts about COVID-19 patients, it became hub: Aligarh BJP MLA",1,0,AMU hospital hid facts about COVID patients it became hub Aligarh BJP MLA,AMU hospital hid facts about COVID patients it became hub Aligarh BJP MLA,AMU hospital hid facts about COVID patients it became hub Aligarh BJP MLA,AMU hospital hid facts about COVID patients it became hub Aligarh BJP MLA,amu hospital hid facts about covid patients it became hub aligarh bjp mla,amu hospital hid facts about covid patients it became hub aligarh bjp mla,amu hospital hid facts about covid patients it became hub aligarh bjp mla,"['amu', 'hospital', 'hid', 'facts', 'about', 'covid', 'patients', 'it', 'became', 'hub', 'aligarh', 'bjp', 'mla']","['amu', 'hospital', 'hid', 'facts', 'covid', 'patients', 'became', 'hub', 'aligarh', 'bjp', 'mla']",amu hospit hid fact covid patient becam hub aligarh bjp mla,amu hospital hid fact covid patient became hub aligarh bjp mla
44,44,Newborn baby girl found abandoned on roadside in Noida amid lockdown,1,0,Newborn baby girl found abandoned on roadside in Noida amid lockdown,Newborn baby girl found abandoned on roadside in Noida amid lockdown,Newborn baby girl found abandoned on roadside in Noida amid lockdown,Newborn baby girl found abandoned on roadside in Noida amid lockdown,newborn baby girl found abandoned on roadside in noida amid lockdown,newborn baby girl found abandoned on roadside in noida amid lockdown,newborn baby girl found abandoned on roadside in noida amid lockdown,"['newborn', 'baby', 'girl', 'found', 'abandoned', 'on', 'roadside', 'in', 'noida', 'amid', 'lockdown']","['newborn', 'baby', 'girl', 'found', 'abandoned', 'roadside', 'noida', 'amid', 'lockdown']",newborn babi girl found abandon roadsid noida amid lockdown,newborn baby girl found abandoned roadside noida amid lockdown
45,45,NEET does not violate minority rights: Supreme Court,0,0,NEET does not violate minority rights Supreme Court,NEET does not violate minority rights Supreme Court,NEET does not violate minority rights Supreme Court,NEET does not violate minority rights Supreme Court,neet does not violate minority rights supreme court,neet does not violate minority rights supreme court,neet does not violate minority rights supreme court,"['neet', 'does', 'not', 'violate', 'minority', 'rights', 'supreme', 'court']","['neet', 'violate', 'minority', 'rights', 'supreme', 'court']",neet violat minor right suprem court,neet violate minority right supreme court
46,46,Retired Army Major booked for posting fake news on social media,0,0,Retired Army Major booked for posting fake news on social media,Retired Army Major booked for posting fake news on social media,Retired Army Major booked for posting fake news on social media,Retired Army Major booked for posting fake news on social media,retired army major booked for posting fake news on social media,retired army major booked for posting fake news on social media,retired army major booked for posting fake news on social media,"['retired', 'army', 'major', 'booked', 'for', 'posting', 'fake', 'news', 'on', 'social', 'media']","['retired', 'army', 'major', 'booked', 'posting', 'fake', 'news', 'social', 'media']",retir armi major book post fake news social media,retired army major booked posting fake news social medium
47,47,TS Tirumurti appointed India's Permanent Representative To UN,0,1,TS Tirumurti appointed Indias Permanent Representative To UN,TS Tirumurti appointed Indias Permanent Representative To UN,TS Tirumurti appointed Indias Permanent Representative To UN,TS Tirumurti appointed Indias Permanent Representative To UN,ts tirumurti appointed indias permanent representative to un,ts tirumurti appointed indias permanent representative to un,ts tirumurti appointed indias permanent representative to un,"['ts', 'tirumurti', 'appointed', 'indias', 'permanent', 'representative', 'to', 'un']","['ts', 'tirumurti', 'appointed', 'indias', 'permanent', 'representative', 'un']",ts tirumurti appoint india perman repres un,t tirumurti appointed india permanent representative un
48,48,"₹5,000 fine for not wearing masks in Kerala's Wayanad",1,0,₹ fine for not wearing masks in Keralas Wayanad,₹ fine for not wearing masks in Keralas Wayanad,₹ fine for not wearing masks in Keralas Wayanad,₹ fine for not wearing masks in Keralas Wayanad,₹ fine for not wearing masks in keralas wayanad,  fine for not wearing masks in keralas wayanad,  fine for not wearing masks in keralas wayanad,"['fine', 'for', 'not', 'wearing', 'masks', 'in', 'keralas', 'wayanad']","['fine', 'wearing', 'masks', 'keralas', 'wayanad']",fine wear mask kerala wayanad,fine wearing mask keralas wayanad
49,49,7 CRPF jawans from Assam test +ve for COVID-19 in Delhi: Health Minister,1,0, CRPF jawans from Assam test ve for COVID in Delhi Health Minister, CRPF jawans from Assam test ve for COVID in Delhi Health Minister, CRPF jawans from Assam test ve for COVID in Delhi Health Minister, CRPF jawans from Assam test ve for COVID in Delhi Health Minister, crpf jawans from assam test ve for covid in delhi health minister, crpf jawans from assam test ve for covid in delhi health minister, crpf jawans from assam test ve for covid in delhi health minister,"['crpf', 'jawans', 'from', 'assam', 'test', 've', 'for', 'covid', 'in', 'delhi', 'health', 'minister']","['crpf', 'jawans', 'assam', 'test', 'covid', 'delhi', 'health', 'minister']",crpf jawan assam test covid delhi health minist,crpf jawan assam test covid delhi health minister
50,50,1st experiment of plasma therapy successful in Maharashtra: Health Minister,1,1,st experiment of plasma therapy successful in Maharashtra Health Minister,st experiment of plasma therapy successful in Maharashtra Health Minister,st experiment of plasma therapy successful in Maharashtra Health Minister,st experiment of plasma therapy successful in Maharashtra Health Minister,st experiment of plasma therapy successful in maharashtra health minister,st experiment of plasma therapy successful in maharashtra health minister,st experiment of plasma therapy successful in maharashtra health minister,"['st', 'experiment', 'of', 'plasma', 'therapy', 'successful', 'in', 'maharashtra', 'health', 'minister']","['st', 'experiment', 'plasma', 'therapy', 'successful', 'maharashtra', 'health', 'minister']",st experi plasma therapi success maharashtra health minist,st experiment plasma therapy successful maharashtra health minister
51,51,West Bengal allows sale of non-essential items through home delivery,1,1,West Bengal allows sale of nonessential items through home delivery,West Bengal allows sale of nonessential items through home delivery,West Bengal allows sale of nonessential items through home delivery,West Bengal allows sale of nonessential items through home delivery,west bengal allows sale of nonessential items through home delivery,west bengal allows sale of nonessential items through home delivery,west bengal allows sale of nonessential items through home delivery,"['west', 'bengal', 'allows', 'sale', 'of', 'nonessential', 'items', 'through', 'home', 'delivery']","['west', 'bengal', 'allows', 'sale', 'nonessential', 'items', 'home', 'delivery']",west bengal allow sale nonessenti item home deliveri,west bengal allows sale nonessential item home delivery
52,52,Irrfan's demise a loss to the world of cinema & theatre: PM condoles actor's death,0,0,Irrfans demise a loss to the world of cinema  theatre PM condoles actors death,Irrfans demise a loss to the world of cinema  theatre PM condoles actors death,Irrfans demise a loss to the world of cinema  theatre PM condoles actors death,Irrfans demise a loss to the world of cinema  theatre PM condoles actors death,irrfans demise a loss to the world of cinema  theatre pm condoles actors death,irrfans demise a loss to the world of cinema  theatre pm condoles actors death,irrfans demise a loss to the world of cinema  theatre pm condoles actors death,"['irrfans', 'demise', 'a', 'loss', 'to', 'the', 'world', 'of', 'cinema', 'theatre', 'pm', 'condoles', 'actors', 'death']","['irrfans', 'demise', 'loss', 'world', 'cinema', 'theatre', 'pm', 'condoles', 'actors', 'death']",irrfan demis loss world cinema theatr pm condol actor death,irrfans demise loss world cinema theatre pm condoles actor death
53,53,Irrfan was an asset to our film industry: Home Minister Amit Shah,0,1,Irrfan was an asset to our film industry Home Minister Amit Shah,Irrfan was an asset to our film industry Home Minister Amit Shah,Irrfan was an asset to our film industry Home Minister Amit Shah,Irrfan was an asset to our film industry Home Minister Amit Shah,irrfan was an asset to our film industry home minister amit shah,irrfan was an asset to our film industry home minister amit shah,irrfan was an asset to our film industry home minister amit shah,"['irrfan', 'was', 'an', 'asset', 'to', 'our', 'film', 'industry', 'home', 'minister', 'amit', 'shah']","['irrfan', 'asset', 'film', 'industry', 'home', 'minister', 'amit', 'shah']",irrfan asset film industri home minist amit shah,irrfan asset film industry home minister amit shah
54,54,"COVID-19 cases in Pune district near 1,500, death toll rises to 83",1,0,COVID cases in Pune district near  death toll rises to ,COVID cases in Pune district near  death toll rises to ,COVID cases in Pune district near  death toll rises to ,COVID cases in Pune district near  death toll rises to ,covid cases in pune district near  death toll rises to ,covid cases in pune district near  death toll rises to ,covid cases in pune district near  death toll rises to ,"['covid', 'cases', 'in', 'pune', 'district', 'near', 'death', 'toll', 'rises', 'to']","['covid', 'cases', 'pune', 'district', 'near', 'death', 'toll', 'rises']",covid case pune district near death toll rise,covid case pune district near death toll rise
55,55,"Entry into Faridabad banned till May 3, some services to be exempted",1,0,Entry into Faridabad banned till May  some services to be exempted,Entry into Faridabad banned till May  some services to be exempted,Entry into Faridabad banned till May  some services to be exempted,Entry into Faridabad banned till May  some services to be exempted,entry into faridabad banned till may  some services to be exempted,entry into faridabad banned till may  some services to be exempted,entry into faridabad banned till may  some services to be exempted,"['entry', 'into', 'faridabad', 'banned', 'till', 'may', 'some', 'services', 'to', 'be', 'exempted']","['entry', 'faridabad', 'banned', 'till', 'may', 'services', 'exempted']",entri faridabad ban till may servic exempt,entry faridabad banned till may service exempted
